Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Nitro lookbook id (product.metafields.nitro_lookbook.lookbook_product),Hide from Search (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,s,,,,,Sweater-Lightbule-S,400.0,,0,deny,manual,12.80,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,m,,,,,Sweater-Lightbule-M,400.0,,0,deny,manual,12.80,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,l,,,,,Sweater-Lightbule-L,400.0,,0,deny,manual,12.80,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,xl,,,,,Sweater-Lightbule-XL,400.0,,0,deny,manual,12.80,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Gildan18000-MintGreen-HangingVol5-BohoBabeMockupscopy.jpg?v=1737040045,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,2xl,,,,,Sweater-Lightbule-2XL,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,3xl,,,,,Sweater-Lightbule-3XL,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,4xl,,,,,Sweater-Lightbule-4XL,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-blue,,,5xl,,,,,Sweater-Lightbule-5XL,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,s,,,,,Sweater-lightpink-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,m,,,,,Sweater-lightpink-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,l,,,,,Sweater-lightpink-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,xl,,,,,Sweater-lightpink-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,2xl,,,,,Sweater-lightpink-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,3xl,,,,,Sweater-lightpink-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,4xl,,,,,Sweater-lightpink-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-pink,,,5xl,,,,,Sweater-lightpink-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,s,,,,,Sweater-forestgreen-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,m,,,,,Sweater-forestgreen-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,l,,,,,Sweater-forestgreen-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,xl,,,,,Sweater-forestgreen-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,2xl,,,,,Sweater-forestgreen-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,3xl,,,,,Sweater-forestgreen-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,4xl,,,,,Sweater-forestgreen-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,forest-green,,,5xl,,,,,Sweater-forestgreen-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,s,,,,,Sweater-navy-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,m,,,,,Sweater-navy-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,l,,,,,Sweater-navy-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,xl,,,,,Sweater-navy-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,2xl,,,,,Sweater-navy-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,3xl,,,,,Sweater-navy-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,4xl,,,,,Sweater-navy-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,navy,,,5xl,,,,,Sweater-navy-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,s,,,,,Sweater-white-2,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,m,,,,,Sweater-white-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,l,,,,,Sweater-white-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,xl,,,,,Sweater-white-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,2xl,,,,,Sweater-white-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,3xl,,,,,Sweater-white-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,4xl,,,,,Sweater-white-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,white,,,5xl,,,,,Sweater-white-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,s,,,,,Sweater-black-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,m,,,,,Sweater-black-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,l,,,,,Sweater-black-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,xl,,,,,Sweater-black-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,2xl,,,,,Sweater-black-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,3xl,,,,,Sweater-black-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,4xl,,,,,Sweater-black-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,black,,,5xl,,,,,Sweater-black-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,s,,,,,Sweater-spgrey-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,m,,,,,Sweater-spgrey-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,l,,,,,Sweater-spgrey-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,xl,,,,,Sweater-spgrey-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,2xl,,,,,Sweater-spgrey-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,3xl,,,,,Sweater-spgrey-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,4xl,,,,,Sweater-spgrey-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,gray,,,5xl,,,,,Sweater-spgrey-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,s,,,,,Sweater-sand-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,m,,,,,Sweater-sand-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,l,,,,,Sweater-sand-l,400.0,,-1,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,xl,,,,,Sweater-sand-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,2xl,,,,,Sweater-sand-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,3xl,,,,,Sweater-sand-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,4xl,,,,,Sweater-sand-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,beige,,,5xl,,,,,Sweater-sand-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,s,,,,,Sweater-Carolinared-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,m,,,,,Sweater-Carolinared-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,l,,,,,Sweater-Carolinared-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,xl,,,,,Sweater-Carolinared-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,2xl,,,,,Sweater-Carolinared-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,3xl,,,,,Sweater-Carolinared-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,4xl,,,,,Sweater-Carolinared-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,carolina-red,,,5xl,,,,,Sweater-Carolinared-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,s,,,,,Sweater-lightpurple-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,m,,,,,Sweater-lightpurple-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,l,,,,,Sweater-lightpurple-l,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,xl,,,,,Sweater-lightpurple-xl,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,2xl,,,,,Sweater-lightpurple-2xl,400.0,,0,deny,manual,15.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,3xl,,,,,Sweater-lightpurple-3xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,4xl,,,,,Sweater-lightpurple-4xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,light-purple,,,5xl,,,,,Sweater-lightpurple-5xl,400.0,,0,deny,manual,17.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,mint,,,s,,,,,Sweater-mint-s,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Gildan18000-MintGreen-HangingVol5-BohoBabeMockupscopy.jpg?v=1737040045,kg,,,,,,,,,,,,
sweatshirts-us-form-pod,,,,,,,,,mint,,,m,,,,,Sweater-mint-m,400.0,,0,deny,manual,12.80,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Gildan18000-MintGreen-HangingVol5-BohoBabeMockupscopy.jpg?v=1737040045,kg,,,,,,,,,,,,
